STATION,ELEMENT,TIMEFUNC,DT,VALUE,FLAG,QUALITY,
0-20000-0-11519,RGLB_D,SUM,1984-01-01T00:00Z,4291.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-02T00:00Z,1465.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-03T00:00Z,2005.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-04T00:00Z,2704.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-05T00:00Z,3672.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-06T00:00Z,461.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-07T00:00Z,1670.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-08T00:00Z,3082.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-09T00:00Z,486.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-10T00:00Z,3053.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-11T00:00Z,4237.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-12T00:00Z,2560.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-13T00:00Z,3578.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-14T00:00Z,1066.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-15T00:00Z,4576.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-16T00:00Z,2963.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-17T00:00Z,1199.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-18T00:00Z,4864.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-19T00:00Z,5519.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-20T00:00Z,1984.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-21T00:00Z,2927.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-22T00:00Z,2700.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-23T00:00Z,3665.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-24T00:00Z,3078.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-25T00:00Z,3236.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-26T00:00Z,5753.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-27T00:00Z,3571.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-28T00:00Z,3614.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-29T00:00Z,4954.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-30T00:00Z,2027.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-01-31T00:00Z,1652.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-01T00:00Z,2974.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-02T00:00Z,2344.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-03T00:00Z,6055.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-04T00:00Z,2664.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-05T00:00Z,1714.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-06T00:00Z,3866.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-07T00:00Z,724.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-08T00:00Z,1480.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-09T00:00Z,3553.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-10T00:00Z,7117.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-11T00:00Z,5090.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-12T00:00Z,9486.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-13T00:00Z,8348.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-14T00:00Z,6620.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-15T00:00Z,6646.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-16T00:00Z,6811.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-17T00:00Z,5411.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-18T00:00Z,6271.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-19T00:00Z,6818.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-20T00:00Z,2642.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-21T00:00Z,2164.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-22T00:00Z,1847.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-23T00:00Z,1098.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-24T00:00Z,540.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-25T00:00Z,1202.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-26T00:00Z,6250.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-27T00:00Z,2585.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-28T00:00Z,6221.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-02-29T00:00Z,3733.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-01T00:00Z,1973.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-02T00:00Z,4514.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-03T00:00Z,8957.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-04T00:00Z,3708.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-05T00:00Z,6070.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-06T00:00Z,7189.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-07T00:00Z,3265.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-08T00:00Z,10872.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-09T00:00Z,4867.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-10T00:00Z,10944.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-11T00:00Z,8266.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-12T00:00Z,4208.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-13T00:00Z,4219.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-14T00:00Z,11315.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-15T00:00Z,12578.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-16T00:00Z,11704.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-17T00:00Z,11120.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-18T00:00Z,5227.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-19T00:00Z,16445.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-20T00:00Z,15728.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-21T00:00Z,14717.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-22T00:00Z,13424.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-23T00:00Z,11966.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-24T00:00Z,13846.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-25T00:00Z,8658.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-26T00:00Z,14814.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-27T00:00Z,10213.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-28T00:00Z,8647.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-29T00:00Z,9691.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-30T00:00Z,2401.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-03-31T00:00Z,11477.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-01T00:00Z,10375.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-02T00:00Z,3506.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-03T00:00Z,11437.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-04T00:00Z,5234.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-05T00:00Z,11171.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-06T00:00Z,10930.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-07T00:00Z,14954.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-08T00:00Z,3884.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-09T00:00Z,4018.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-10T00:00Z,6566.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-11T00:00Z,7819.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-12T00:00Z,7322.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-13T00:00Z,12604.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-14T00:00Z,18929.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-15T00:00Z,21128.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-16T00:00Z,12881.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-17T00:00Z,5735.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-18T00:00Z,21517.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-19T00:00Z,23659.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-20T00:00Z,23299.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-21T00:00Z,18180.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-22T00:00Z,18068.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-23T00:00Z,21974.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-24T00:00Z,20855.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-25T00:00Z,22824.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-26T00:00Z,15214.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-27T00:00Z,19238.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-28T00:00Z,9605.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-29T00:00Z,22716.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-04-30T00:00Z,9796.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-01T00:00Z,19850.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-02T00:00Z,22763.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-03T00:00Z,14803.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-04T00:00Z,16232.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-05T00:00Z,18493.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-06T00:00Z,15062.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-07T00:00Z,4550.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-08T00:00Z,11430.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-09T00:00Z,15120.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-10T00:00Z,14130.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-11T00:00Z,4583.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-12T00:00Z,3582.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-13T00:00Z,3211.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-14T00:00Z,4334.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-15T00:00Z,20189.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-16T00:00Z,22262.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-17T00:00Z,20560.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-18T00:00Z,23015.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-19T00:00Z,26204.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-20T00:00Z,17032.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-21T00:00Z,7524.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-22T00:00Z,12233.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-23T00:00Z,19332.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-24T00:00Z,12197.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-25T00:00Z,8176.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-26T00:00Z,22237.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-27T00:00Z,17590.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-28T00:00Z,10015.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-29T00:00Z,11938.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-30T00:00Z,16430.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-05-31T00:00Z,19678.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-01T00:00Z,26269.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-02T00:00Z,28501.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-03T00:00Z,25240.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-04T00:00Z,26334.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-05T00:00Z,17986.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-06T00:00Z,12208.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-07T00:00Z,20192.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-08T00:00Z,3856.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-09T00:00Z,9043.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-10T00:00Z,20675.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-11T00:00Z,19444.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-12T00:00Z,22968.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-13T00:00Z,22662.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-14T00:00Z,15588.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-15T00:00Z,8219.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-16T00:00Z,8719.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-17T00:00Z,15887.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-18T00:00Z,15408.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-19T00:00Z,21672.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-20T00:00Z,25024.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-21T00:00Z,17514.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-22T00:00Z,15188.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-23T00:00Z,17626.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-24T00:00Z,15815.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-25T00:00Z,9979.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-26T00:00Z,12593.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-27T00:00Z,21607.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-28T00:00Z,12730.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-29T00:00Z,13252.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-06-30T00:00Z,19084.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-01T00:00Z,29513.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-02T00:00Z,13878.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-03T00:00Z,12917.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-04T00:00Z,9292.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-05T00:00Z,8780.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-06T00:00Z,8024.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-07T00:00Z,18425.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-08T00:00Z,29200.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-09T00:00Z,28868.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-10T00:00Z,26230.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-11T00:00Z,26906.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-12T00:00Z,24372.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-13T00:00Z,17150.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-14T00:00Z,19811.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-15T00:00Z,9349.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-16T00:00Z,9475.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-17T00:00Z,6743.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-18T00:00Z,7657.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-19T00:00Z,7218.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-20T00:00Z,10066.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-21T00:00Z,14058.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-22T00:00Z,17716.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-23T00:00Z,13608.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-24T00:00Z,17413.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-25T00:00Z,22511.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-26T00:00Z,9022.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-27T00:00Z,11318.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-28T00:00Z,9104.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-29T00:00Z,11934.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-30T00:00Z,23929.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-07-31T00:00Z,24404.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-01T00:00Z,9691.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-02T00:00Z,15595.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-03T00:00Z,24937.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-04T00:00Z,24696.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-05T00:00Z,12247.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-06T00:00Z,13061.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-07T00:00Z,8899.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-08T00:00Z,4259.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-09T00:00Z,10120.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-10T00:00Z,11293.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-11T00:00Z,9954.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-12T00:00Z,10660.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-13T00:00Z,16387.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-14T00:00Z,21956.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-15T00:00Z,14857.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-16T00:00Z,15390.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-17T00:00Z,15422.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-18T00:00Z,15754.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-19T00:00Z,15066.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-20T00:00Z,20822.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-21T00:00Z,17795.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-22T00:00Z,18349.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-23T00:00Z,20239.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-24T00:00Z,19181.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-25T00:00Z,14530.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-26T00:00Z,7844.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-27T00:00Z,18364.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-28T00:00Z,19030.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-29T00:00Z,16603.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-30T00:00Z,13032.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-08-31T00:00Z,14742.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-01T00:00Z,14072.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-02T00:00Z,11243.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-03T00:00Z,16034.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-04T00:00Z,15379.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-05T00:00Z,2009.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-06T00:00Z,1843.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-07T00:00Z,13849.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-08T00:00Z,9580.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-09T00:00Z,3985.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-10T00:00Z,5731.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-11T00:00Z,6217.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-12T00:00Z,9234.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-13T00:00Z,12128.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-14T00:00Z,13867.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-15T00:00Z,3953.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-16T00:00Z,7636.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-17T00:00Z,1786.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-18T00:00Z,11128.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-19T00:00Z,10454.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-20T00:00Z,7985.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-21T00:00Z,8924.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-22T00:00Z,4115.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-23T00:00Z,10202.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-24T00:00Z,6098.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-25T00:00Z,9605.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-26T00:00Z,5144.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-27T00:00Z,3053.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-28T00:00Z,11671.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-29T00:00Z,11203.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-09-30T00:00Z,3193.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-01T00:00Z,4439.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-02T00:00Z,2653.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-03T00:00Z,12632.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-04T00:00Z,8852.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-05T00:00Z,7153.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-06T00:00Z,10487.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-07T00:00Z,9245.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-08T00:00Z,8341.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-09T00:00Z,5839.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-10T00:00Z,3989.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-11T00:00Z,8176.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-12T00:00Z,7819.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-13T00:00Z,10933.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-14T00:00Z,6253.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-15T00:00Z,7819.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-16T00:00Z,7592.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-17T00:00Z,10753.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-18T00:00Z,9475.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-19T00:00Z,8874.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-20T00:00Z,10458.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-21T00:00Z,6498.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-22T00:00Z,7841.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-23T00:00Z,3913.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-24T00:00Z,2898.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-25T00:00Z,6869.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-26T00:00Z,3816.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-27T00:00Z,6822.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-28T00:00Z,2362.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-29T00:00Z,3946.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-30T00:00Z,4903.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-10-31T00:00Z,5713.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-11-01T00:00Z,1292.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-11-02T00:00Z,5605.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-11-03T00:00Z,6754.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-11-04T00:00Z,1962.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,1984-11-05T00:00Z,1166.0,,0.0,
