STATION,ELEMENT,TIMEFUNC,DT,VALUE,FLAG,QUALITY,
0-20000-0-11519,RGLB_D,SUM,2002-07-13T00:00Z,20862.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-07-14T00:00Z,21823.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-07-15T00:00Z,14890.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-07-16T00:00Z,7517.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-07-17T00:00Z,16171.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-07-18T00:00Z,5368.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-07-19T00:00Z,11966.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-07-20T00:00Z,22806.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-07-21T00:00Z,21323.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-07-22T00:00Z,16812.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-07-23T00:00Z,16898.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-07-24T00:00Z,9706.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-07-25T00:00Z,12812.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-07-26T00:00Z,11729.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-07-27T00:00Z,13309.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-07-28T00:00Z,25639.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-07-29T00:00Z,24628.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-07-30T00:00Z,23843.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-07-31T00:00Z,20009.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-01T00:00Z,7258.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-02T00:00Z,8860.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-03T00:00Z,22432.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-04T00:00Z,14018.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-05T00:00Z,18162.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-06T00:00Z,14990.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-07T00:00Z,8140.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-08T00:00Z,14386.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-09T00:00Z,19750.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-10T00:00Z,18302.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-11T00:00Z,9932.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-12T00:00Z,2563.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-13T00:00Z,2808.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-14T00:00Z,12920.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-15T00:00Z,18601.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-16T00:00Z,13936.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-17T00:00Z,20988.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-18T00:00Z,19901.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-19T00:00Z,19886.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-20T00:00Z,20858.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-21T00:00Z,17525.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-22T00:00Z,15642.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-23T00:00Z,17608.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-24T00:00Z,18832.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-25T00:00Z,17654.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-26T00:00Z,19314.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-27T00:00Z,16970.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-28T00:00Z,11552.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-29T00:00Z,16492.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-30T00:00Z,16186.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-08-31T00:00Z,16603.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-01T00:00Z,3161.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-02T00:00Z,15469.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-03T00:00Z,17111.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-04T00:00Z,17863.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-05T00:00Z,9968.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-06T00:00Z,15710.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-07T00:00Z,14566.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-08T00:00Z,16942.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-09T00:00Z,15358.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-10T00:00Z,10138.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-11T00:00Z,8258.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-12T00:00Z,17316.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-13T00:00Z,16528.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-14T00:00Z,14566.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-15T00:00Z,9130.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-16T00:00Z,10181.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-17T00:00Z,6707.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-18T00:00Z,9180.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-19T00:00Z,11358.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-20T00:00Z,2635.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-21T00:00Z,7906.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-22T00:00Z,9212.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-23T00:00Z,4748.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-24T00:00Z,5306.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-25T00:00Z,2552.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-26T00:00Z,3578.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-27T00:00Z,9018.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-28T00:00Z,12492.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-29T00:00Z,12913.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-09-30T00:00Z,11221.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-01T00:00Z,12334.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-02T00:00Z,11268.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-03T00:00Z,8608.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-04T00:00Z,3298.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-05T00:00Z,7819.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-06T00:00Z,5987.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-07T00:00Z,7549.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-08T00:00Z,7016.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-09T00:00Z,6584.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-10T00:00Z,2416.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-11T00:00Z,1228.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-12T00:00Z,2495.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-13T00:00Z,1559.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-14T00:00Z,3298.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-15T00:00Z,8334.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-16T00:00Z,2160.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-17T00:00Z,1476.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-18T00:00Z,4115.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-19T00:00Z,4828.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-20T00:00Z,8273.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-21T00:00Z,2452.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-22T00:00Z,3092.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-23T00:00Z,6566.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-24T00:00Z,7110.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-25T00:00Z,5483.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-26T00:00Z,5558.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-27T00:00Z,1426.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-28T00:00Z,4961.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-29T00:00Z,6962.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-30T00:00Z,1382.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-10-31T00:00Z,4842.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-01T00:00Z,6505.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-02T00:00Z,1368.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-03T00:00Z,2304.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-04T00:00Z,1490.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-05T00:00Z,3370.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-06T00:00Z,3704.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-07T00:00Z,2286.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-08T00:00Z,2812.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-09T00:00Z,4219.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-10T00:00Z,4500.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-11T00:00Z,1634.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-12T00:00Z,4716.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-13T00:00Z,4532.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-14T00:00Z,2156.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-15T00:00Z,2149.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-16T00:00Z,2128.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-17T00:00Z,5504.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-18T00:00Z,1775.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-19T00:00Z,266.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-20T00:00Z,1516.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-21T00:00Z,1325.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-22T00:00Z,1123.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-23T00:00Z,871.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-24T00:00Z,2005.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-25T00:00Z,1901.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-26T00:00Z,680.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-27T00:00Z,299.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-28T00:00Z,634.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-29T00:00Z,864.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-11-30T00:00Z,504.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-01T00:00Z,2480.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-02T00:00Z,2599.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-03T00:00Z,637.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-04T00:00Z,511.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-05T00:00Z,1030.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-06T00:00Z,468.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-07T00:00Z,2203.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-08T00:00Z,4302.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-09T00:00Z,3982.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-10T00:00Z,3935.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-11T00:00Z,4482.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-12T00:00Z,821.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-13T00:00Z,601.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-14T00:00Z,961.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-15T00:00Z,274.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-16T00:00Z,673.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-17T00:00Z,360.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-18T00:00Z,2239.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-19T00:00Z,2185.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-20T00:00Z,2894.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-21T00:00Z,1127.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-22T00:00Z,1073.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-23T00:00Z,1066.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-24T00:00Z,1026.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-25T00:00Z,1001.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-26T00:00Z,875.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-27T00:00Z,1328.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-28T00:00Z,1087.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-29T00:00Z,1940.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-30T00:00Z,3164.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2002-12-31T00:00Z,1220.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-01T00:00Z,1966.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-02T00:00Z,1148.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-03T00:00Z,2315.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-04T00:00Z,994.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-05T00:00Z,1832.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-06T00:00Z,4054.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-07T00:00Z,1814.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-08T00:00Z,4489.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-09T00:00Z,3424.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-10T00:00Z,1271.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-11T00:00Z,4043.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-12T00:00Z,947.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-13T00:00Z,637.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-14T00:00Z,1735.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-15T00:00Z,1098.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-16T00:00Z,2470.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-17T00:00Z,5090.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-18T00:00Z,3726.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-19T00:00Z,4788.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-20T00:00Z,4104.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-21T00:00Z,778.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-22T00:00Z,1685.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-23T00:00Z,1037.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-24T00:00Z,281.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-25T00:00Z,562.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-26T00:00Z,1411.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-27T00:00Z,731.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-28T00:00Z,3006.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-29T00:00Z,2452.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-30T00:00Z,3852.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-01-31T00:00Z,3071.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-01T00:00Z,4975.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-02T00:00Z,3697.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-03T00:00Z,4507.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-04T00:00Z,4032.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-05T00:00Z,4982.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-06T00:00Z,3208.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-07T00:00Z,5483.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-08T00:00Z,3524.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-09T00:00Z,5396.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-10T00:00Z,1260.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-11T00:00Z,1073.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-12T00:00Z,8284.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-13T00:00Z,8575.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-14T00:00Z,8230.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-15T00:00Z,1397.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-16T00:00Z,3938.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-17T00:00Z,9421.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-18T00:00Z,7996.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-19T00:00Z,2657.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-20T00:00Z,1627.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-21T00:00Z,2560.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-22T00:00Z,9803.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-23T00:00Z,10994.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-24T00:00Z,10613.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-25T00:00Z,10462.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-26T00:00Z,10944.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-27T00:00Z,10170.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-02-28T00:00Z,8089.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-01T00:00Z,5760.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-02T00:00Z,4777.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-03T00:00Z,2351.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-04T00:00Z,4219.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-05T00:00Z,6430.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-06T00:00Z,10627.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-07T00:00Z,2761.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-08T00:00Z,7744.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-09T00:00Z,5468.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-10T00:00Z,13781.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-11T00:00Z,6772.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-12T00:00Z,7243.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-13T00:00Z,7841.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-14T00:00Z,4579.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-15T00:00Z,7146.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-16T00:00Z,14832.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-17T00:00Z,12946.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-18T00:00Z,11873.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-19T00:00Z,14983.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-20T00:00Z,3006.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-21T00:00Z,16052.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-22T00:00Z,17312.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-23T00:00Z,16913.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-24T00:00Z,17410.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-25T00:00Z,9065.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-26T00:00Z,11830.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-27T00:00Z,14252.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-28T00:00Z,15779.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-29T00:00Z,15156.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-30T00:00Z,9245.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-03-31T00:00Z,18554.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-01T00:00Z,18205.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-02T00:00Z,5400.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-03T00:00Z,10141.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-04T00:00Z,17442.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-05T00:00Z,6995.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-06T00:00Z,14087.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-07T00:00Z,7312.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-08T00:00Z,10991.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-09T00:00Z,13417.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-10T00:00Z,13702.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-11T00:00Z,8528.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-12T00:00Z,18148.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-13T00:00Z,19742.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-14T00:00Z,20642.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-15T00:00Z,20833.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-16T00:00Z,21704.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-17T00:00Z,21593.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-18T00:00Z,16600.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-19T00:00Z,6901.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-20T00:00Z,21550.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-21T00:00Z,21470.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-22T00:00Z,21949.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-23T00:00Z,18727.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-24T00:00Z,19721.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-25T00:00Z,19048.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-26T00:00Z,20758.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-27T00:00Z,12874.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-28T00:00Z,16182.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-29T00:00Z,9641.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-04-30T00:00Z,14825.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-05-01T00:00Z,19660.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-05-02T00:00Z,21298.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-05-03T00:00Z,10325.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-05-04T00:00Z,25992.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-05-05T00:00Z,25243.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-05-06T00:00Z,22925.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-05-07T00:00Z,23166.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-05-08T00:00Z,21784.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-05-09T00:00Z,19793.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-05-10T00:00Z,15631.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-05-11T00:00Z,15530.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-05-12T00:00Z,16682.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-05-13T00:00Z,16409.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-05-14T00:00Z,20851.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-05-15T00:00Z,14771.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-05-16T00:00Z,24800.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-05-17T00:00Z,22774.0,,0.0,
0-20000-0-11519,RGLB_D,SUM,2003-05-18T00:00Z,20606.0,,0.0,
